X,CH1
Second,Volt
-3.0000001e-01,8.00000e-01
-2.9900002e-01,0.00000e+00
-2.9800001e-01,0.00000e+00
-2.9700002e-01,8.00000e-01
-2.9600000e-01,0.00000e+00
-2.9500002e-01,8.00000e-01
-2.9400000e-01,0.00000e+00
-2.9300001e-01,8.00000e-01
-2.9200003e-01,0.00000e+00
-2.9100001e-01,8.00000e-01
-2.9000002e-01,0.00000e+00
-2.8900000e-01,8.00000e-01
-2.8800002e-01,8.00000e-01
-2.8700000e-01,0.00000e+00
-2.8600001e-01,0.00000e+00
-2.8500003e-01,8.00000e-01
-2.8400001e-01,0.00000e+00
-2.8300002e-01,1.00000e+00
-2.8200001e-01,8.00000e-01
-2.8100002e-01,0.00000e+00
-2.8000000e-01,8.00000e-01
-2.7900001e-01,-2.00000e-01
-2.7800003e-01,8.00000e-01
-2.7700001e-01,-2.00000e-01
-2.7600002e-01,0.00000e+00
-2.7500001e-01,8.00000e-01
-2.7400002e-01,8.00000e-01
-2.7300000e-01,0.00000e+00
-2.7200001e-01,0.00000e+00
-2.7100003e-01,8.00000e-01
-2.7000001e-01,0.00000e+00
-2.6900002e-01,8.00000e-01
-2.6800001e-01,0.00000e+00
-2.6700002e-01,8.00000e-01
-2.6600000e-01,8.00000e-01
-2.6500002e-01,-2.00000e-01
-2.6400000e-01,0.00000e+00
-2.6300001e-01,8.00000e-01
-2.6200002e-01,0.00000e+00
-2.6100001e-01,8.00000e-01
-2.6000002e-01,0.00000e+00
-2.5900000e-01,8.00000e-01
-2.5800002e-01,0.00000e+00
-2.5700000e-01,8.00000e-01
-2.5600001e-01,0.00000e+00
-2.5500003e-01,8.00000e-01
-2.5400001e-01,0.00000e+00
-2.5300002e-01,8.00000e-01
-2.5200000e-01,0.00000e+00
-2.5100002e-01,1.00000e+00
-2.5000000e-01,0.00000e+00
-2.4900001e-01,8.00000e-01
-2.4800001e-01,8.00000e-01
-2.4700001e-01,-2.00000e-01
-2.4600001e-01,0.00000e+00
-2.4500000e-01,8.00000e-01
-2.4400002e-01,0.00000e+00
-2.4300002e-01,1.00000e+00
-2.4200001e-01,8.00000e-01
-2.4100001e-01,0.00000e+00
-2.4000001e-01,0.00000e+00
-2.3900001e-01,1.00000e+00
-2.3800001e-01,0.00000e+00
-2.3700002e-01,8.00000e-01
-2.3600002e-01,0.00000e+00
-2.3500001e-01,8.00000e-01
-2.3400001e-01,0.00000e+00
-2.3300001e-01,1.00000e+00
-2.3200001e-01,8.00000e-01
-2.3100001e-01,-2.00000e-01
-2.3000000e-01,0.00000e+00
-2.2900002e-01,8.00000e-01
-2.2800002e-01,-2.00000e-01
-2.2700001e-01,1.00000e+00
-2.2600001e-01,0.00000e+00
-2.2500001e-01,8.00000e-01
-2.2400001e-01,0.00000e+00
-2.2300000e-01,8.00000e-01
-2.2200002e-01,0.00000e+00
-2.2100002e-01,8.00000e-01
-2.2000001e-01,8.00000e-01
-2.1900001e-01,0.00000e+00
-2.1800001e-01,8.00000e-01
-2.1700001e-01,0.00000e+00
-2.1600001e-01,0.00000e+00
-2.1500000e-01,8.00000e-01
-2.1400002e-01,0.00000e+00
-2.1300001e-01,8.00000e-01
-2.1200001e-01,0.00000e+00
-2.1100001e-01,8.00000e-01
-2.1000001e-01,0.00000e+00
-2.0900001e-01,8.00000e-01
-2.0800000e-01,0.00000e+00
-2.0700002e-01,8.00000e-01
-2.0600002e-01,0.00000e+00
-2.0500001e-01,8.00000e-01
-2.0400001e-01,8.00000e-01
-2.0300001e-01,0.00000e+00
-2.0200001e-01,8.00000e-01
-2.0100001e-01,0.00000e+00
-2.0000000e-01,0.00000e+00
-1.9900002e-01,8.00000e-01
-1.9800001e-01,8.00000e-01
-1.9700001e-01,0.00000e+00
-1.9600001e-01,8.00000e-01
-1.9500001e-01,0.00000e+00
-1.9400001e-01,0.00000e+00
-1.9300000e-01,8.00000e-01
-1.9200002e-01,0.00000e+00
-1.9100001e-01,8.00000e-01
-1.9000001e-01,-2.00000e-01
-1.8900001e-01,8.00000e-01
-1.8800001e-01,8.00000e-01
-1.8700001e-01,0.00000e+00
-1.8600000e-01,0.00000e+00
-1.8500000e-01,1.00000e+00
-1.8400002e-01,0.00000e+00
-1.8300001e-01,8.00000e-01
-1.8200001e-01,8.00000e-01
-1.8100001e-01,0.00000e+00
-1.8000001e-01,0.00000e+00
-1.7900001e-01,8.00000e-01
-1.7800000e-01,0.00000e+00
-1.7700000e-01,8.00000e-01
-1.7600001e-01,0.00000e+00
-1.7500001e-01,8.00000e-01
-1.7400001e-01,8.00000e-01
-1.7300001e-01,0.00000e+00
-1.7200001e-01,0.00000e+00
-1.7100000e-01,8.00000e-01
-1.7000000e-01,0.00000e+00
-1.6900001e-01,8.00000e-01
-1.6800001e-01,-2.00000e-01
-1.6700001e-01,1.00000e+00
-1.6600001e-01,0.00000e+00
-1.6500001e-01,8.00000e-01
-1.6400000e-01,0.00000e+00
-1.6300000e-01,1.00000e+00
-1.6200000e-01,0.00000e+00
-1.6100001e-01,8.00000e-01
-1.6000001e-01,0.00000e+00
-1.5900001e-01,8.00000e-01
-1.5800001e-01,8.00000e-01
-1.5700001e-01,0.00000e+00
-1.5600000e-01,0.00000e+00
-1.5500000e-01,8.00000e-01
-1.5400001e-01,0.00000e+00
-1.5300001e-01,8.00000e-01
-1.5200001e-01,0.00000e+00
-1.5100001e-01,1.00000e+00
-1.5000001e-01,8.00000e-01
-1.4900000e-01,-2.00000e-01
-1.4800000e-01,8.00000e-01
-1.4700000e-01,-2.00000e-01
-1.4600001e-01,0.00000e+00
-1.4500001e-01,1.00000e+00
-1.4400001e-01,0.00000e+00
-1.4300001e-01,8.00000e-01
-1.4200000e-01,8.00000e-01
-1.4100000e-01,0.00000e+00
-1.4000000e-01,8.00000e-01
-1.3900001e-01,-2.00000e-01
-1.3800001e-01,0.00000e+00
-1.3700001e-01,8.00000e-01
-1.3600001e-01,0.00000e+00
-1.3500001e-01,8.00000e-01
-1.3400000e-01,0.00000e+00
-1.3300000e-01,8.00000e-01
-1.3200000e-01,0.00000e+00
-1.3100001e-01,8.00000e-01
-1.3000001e-01,8.00000e-01
-1.2900001e-01,-2.00000e-01
-1.2800001e-01,0.00000e+00
-1.2700000e-01,8.00000e-01
-1.2600000e-01,0.00000e+00
-1.2500000e-01,1.00000e+00
-1.2400001e-01,0.00000e+00
-1.2300000e-01,1.00000e+00
-1.2200001e-01,0.00000e+00
-1.2100001e-01,8.00000e-01
-1.2000000e-01,0.00000e+00
-1.1900000e-01,8.00000e-01
-1.1800001e-01,8.00000e-01
-1.1700001e-01,0.00000e+00
-1.1600000e-01,0.00000e+00
-1.1500000e-01,8.00000e-01
-1.1400001e-01,0.00000e+00
-1.1300001e-01,8.00000e-01
-1.1200000e-01,0.00000e+00
-1.1100001e-01,8.00000e-01
-1.1000001e-01,8.00000e-01
-1.0900000e-01,0.00000e+00
-1.0800000e-01,0.00000e+00
-1.0700001e-01,8.00000e-01
-1.0600001e-01,0.00000e+00
-1.0500000e-01,8.00000e-01
-1.0400000e-01,0.00000e+00
-1.0300001e-01,8.00000e-01
-1.0200001e-01,0.00000e+00
-1.0100000e-01,8.00000e-01
-1.0000000e-01,0.00000e+00
-9.9000007e-02,8.00000e-01
-9.8000005e-02,0.00000e+00
-9.7000003e-02,1.00000e+00
-9.6000008e-02,8.00000e-01
-9.5000006e-02,0.00000e+00
-9.4000004e-02,0.00000e+00
-9.3000002e-02,8.00000e-01
-9.2000008e-02,0.00000e+00
-9.1000006e-02,8.00000e-01
-9.0000004e-02,8.00000e-01
-8.9000002e-02,0.00000e+00
-8.8000007e-02,8.00000e-01
-8.7000005e-02,-2.00000e-01
-8.6000003e-02,0.00000e+00
-8.5000001e-02,8.00000e-01
-8.4000006e-02,0.00000e+00
-8.3000004e-02,8.00000e-01
-8.2000002e-02,0.00000e+00
-8.1000000e-02,8.00000e-01
-8.0000006e-02,8.00000e-01
-7.9000004e-02,0.00000e+00
-7.8000002e-02,0.00000e+00
-7.7000007e-02,8.00000e-01
-7.6000005e-02,0.00000e+00
-7.5000003e-02,8.00000e-01
-7.4000001e-02,8.00000e-01
-7.3000006e-02,0.00000e+00
-7.2000004e-02,0.00000e+00
-7.1000002e-02,8.00000e-01
-7.0000000e-02,0.00000e+00
-6.9000006e-02,8.00000e-01
-6.8000004e-02,0.00000e+00
-6.7000002e-02,8.00000e-01
-6.6000000e-02,8.00000e-01
-6.5000005e-02,0.00000e+00
-6.4000003e-02,8.00000e-01
-6.3000001e-02,0.00000e+00
-6.2000003e-02,8.00000e-01
-6.1000004e-02,-2.00000e-01
-6.0000002e-02,0.00000e+00
-5.9000004e-02,8.00000e-01
-5.8000002e-02,8.00000e-01
-5.7000004e-02,-2.00000e-01
-5.6000002e-02,0.00000e+00
-5.5000003e-02,8.00000e-01
-5.4000001e-02,0.00000e+00
-5.3000003e-02,8.00000e-01
-5.2000001e-02,0.00000e+00
-5.1000003e-02,8.00000e-01
-5.0000001e-02,8.00000e-01
-4.9000002e-02,-2.00000e-01
-4.8000004e-02,0.00000e+00
-4.7000002e-02,8.00000e-01
-4.6000004e-02,0.00000e+00
-4.5000002e-02,1.00000e+00
-4.4000003e-02,0.00000e+00
-4.3000001e-02,8.00000e-01
-4.2000003e-02,0.00000e+00
-4.1000001e-02,8.00000e-01
-4.0000003e-02,0.00000e+00
-3.9000001e-02,8.00000e-01
-3.8000003e-02,0.00000e+00
-3.7000000e-02,1.00000e+00
-3.6000002e-02,8.00000e-01
-3.5000000e-02,0.00000e+00
-3.4000002e-02,0.00000e+00
-3.3000000e-02,8.00000e-01
-3.2000002e-02,0.00000e+00
-3.1000001e-02,8.00000e-01
-3.0000001e-02,0.00000e+00
-2.9000001e-02,8.00000e-01
-2.8000001e-02,0.00000e+00
-2.7000001e-02,8.00000e-01
-2.6000001e-02,0.00000e+00
-2.5000000e-02,8.00000e-01
-2.4000002e-02,0.00000e+00
-2.3000002e-02,1.00000e+00
-2.2000002e-02,0.00000e+00
-2.1000002e-02,8.00000e-01
-2.0000001e-02,0.00000e+00
-1.9000001e-02,8.00000e-01
-1.8000001e-02,0.00000e+00
-1.7000001e-02,8.00000e-01
-1.6000001e-02,0.00000e+00
-1.5000001e-02,8.00000e-01
-1.4000000e-02,0.00000e+00
-1.3000000e-02,8.00000e-01
-1.2000001e-02,0.00000e+00
-1.1000001e-02,8.00000e-01
-1.0000001e-02,8.00000e-01
-9.0000005e-03,0.00000e+00
-8.0000004e-03,0.00000e+00
-7.0000002e-03,8.00000e-01
-6.0000005e-03,0.00000e+00
-5.0000004e-03,8.00000e-01
-4.0000002e-03,0.00000e+00
-3.0000003e-03,8.00000e-01
-2.0000001e-03,8.00000e-01
-1.0000000e-03,0.00000e+00
0.0000000e+00,-2.00000e-01
1.0000000e-03,1.40000e+01
2.0000001e-03,0.00000e+00
3.0000003e-03,1.00000e+00
4.0000002e-03,8.00000e-01
5.0000004e-03,0.00000e+00
6.0000005e-03,0.00000e+00
7.0000002e-03,8.00000e-01
8.0000004e-03,0.00000e+00
9.0000005e-03,8.00000e-01
1.0000001e-02,-2.00000e-01
1.1000001e-02,1.40000e+00
1.2000001e-02,8.00000e-01
1.3000000e-02,0.00000e+00
1.4000000e-02,0.00000e+00
1.5000001e-02,1.00000e+00
1.6000001e-02,0.00000e+00
1.7000001e-02,8.00000e-01
1.8000001e-02,0.00000e+00
1.9000001e-02,8.00000e-01
2.0000001e-02,0.00000e+00
2.1000002e-02,1.12000e+01
2.2000002e-02,0.00000e+00
2.3000002e-02,1.00000e+00
2.4000002e-02,0.00000e+00
2.5000000e-02,8.00000e-01
2.6000001e-02,8.00000e-01
2.7000001e-02,0.00000e+00
2.8000001e-02,8.00000e-01
2.9000001e-02,0.00000e+00
3.0000001e-02,8.00000e-01
3.1000001e-02,-2.00000e-01
3.2000002e-02,0.00000e+00
3.3000000e-02,8.00000e-01
3.4000002e-02,0.00000e+00
3.5000000e-02,8.00000e-01
3.6000002e-02,0.00000e+00
3.7000000e-02,8.00000e-01
3.8000003e-02,0.00000e+00
3.9000001e-02,8.00000e-01
4.0000003e-02,0.00000e+00
4.1000001e-02,8.60000e+00
4.2000003e-02,0.00000e+00
4.3000001e-02,8.00000e-01
4.4000003e-02,0.00000e+00
4.5000002e-02,8.00000e-01
4.6000004e-02,0.00000e+00
4.7000002e-02,8.00000e-01
4.8000004e-02,0.00000e+00
4.9000002e-02,8.00000e-01
5.0000001e-02,-2.00000e-01
5.1000003e-02,1.60000e+00
5.2000001e-02,0.00000e+00
5.3000003e-02,8.00000e-01
5.4000001e-02,0.00000e+00
5.5000003e-02,8.00000e-01
5.6000002e-02,0.00000e+00
5.7000004e-02,1.00000e+00
5.8000002e-02,0.00000e+00
5.9000004e-02,8.00000e-01
6.0000002e-02,0.00000e+00
6.1000004e-02,6.40000e+00
6.2000003e-02,0.00000e+00
6.3000001e-02,8.00000e-01
6.4000003e-02,8.00000e-01
6.5000005e-02,0.00000e+00
6.6000000e-02,8.00000e-01
6.7000002e-02,0.00000e+00
6.8000004e-02,0.00000e+00
6.9000006e-02,8.00000e-01
7.0000000e-02,8.00000e-01
7.1000002e-02,-2.00000e-01
7.2000004e-02,0.00000e+00
7.3000006e-02,1.00000e+00
7.4000001e-02,0.00000e+00
7.5000003e-02,8.00000e-01
7.6000005e-02,0.00000e+00
7.7000007e-02,1.00000e+00
7.8000002e-02,8.00000e-01
7.9000004e-02,-2.00000e-01
8.0000006e-02,0.00000e+00
8.1000000e-02,5.40000e+00
8.2000002e-02,0.00000e+00
8.3000004e-02,8.00000e-01
8.4000006e-02,0.00000e+00
8.5000001e-02,8.00000e-01
8.6000003e-02,0.00000e+00
8.7000005e-02,8.00000e-01
8.8000007e-02,0.00000e+00
8.9000002e-02,1.00000e+00
9.0000004e-02,-2.00000e-01
9.1000006e-02,1.60000e+00
9.2000008e-02,0.00000e+00
9.3000002e-02,8.00000e-01
9.4000004e-02,0.00000e+00
9.5000006e-02,8.00000e-01
9.6000008e-02,0.00000e+00
9.7000003e-02,8.00000e-01
9.8000005e-02,8.00000e-01
9.9000007e-02,0.00000e+00
1.0000000e-01,0.00000e+00
1.0100000e-01,4.00000e+00
1.0200001e-01,8.00000e-01
1.0300001e-01,0.00000e+00
1.0400000e-01,0.00000e+00
1.0500000e-01,8.00000e-01
1.0600001e-01,0.00000e+00
1.0700001e-01,8.00000e-01
1.0800000e-01,0.00000e+00
1.0900000e-01,8.00000e-01
1.1000001e-01,-2.00000e-01
1.1100001e-01,1.00000e+00
1.1200000e-01,8.00000e-01
1.1300001e-01,0.00000e+00
1.1400001e-01,0.00000e+00
1.1500000e-01,8.00000e-01
1.1600000e-01,0.00000e+00
1.1700001e-01,1.00000e+00
1.1800001e-01,8.00000e-01
1.1900000e-01,0.00000e+00
1.2000000e-01,0.00000e+00
1.2100001e-01,3.40000e+00
1.2200001e-01,0.00000e+00
1.2300000e-01,8.00000e-01
1.2400001e-01,0.00000e+00
1.2500000e-01,1.00000e+00
1.2600000e-01,0.00000e+00
1.2700000e-01,8.00000e-01
1.2800001e-01,0.00000e+00
1.2900001e-01,1.00000e+00
1.3000001e-01,-2.00000e-01
1.3100001e-01,1.40000e+00
1.3200000e-01,0.00000e+00
1.3300000e-01,8.00000e-01
1.3400000e-01,0.00000e+00
1.3500001e-01,8.00000e-01
1.3600001e-01,1.00000e+00
1.3700001e-01,0.00000e+00
1.3800001e-01,0.00000e+00
1.3900001e-01,8.00000e-01
1.4000000e-01,0.00000e+00
1.4100000e-01,2.80000e+00
1.4200000e-01,8.00000e-01
1.4300001e-01,-2.00000e-01
1.4400001e-01,8.00000e-01
1.4500001e-01,-2.00000e-01
1.4600001e-01,0.00000e+00
1.4700000e-01,8.00000e-01
1.4800000e-01,0.00000e+00
1.4900000e-01,8.00000e-01
1.5000001e-01,-2.00000e-01
1.5100001e-01,1.00000e+00
1.5200001e-01,0.00000e+00
1.5300001e-01,8.00000e-01
1.5400001e-01,0.00000e+00
1.5500000e-01,8.00000e-01
1.5600000e-01,-2.00000e-01
1.5700001e-01,8.00000e-01
1.5800001e-01,8.00000e-01
1.5900001e-01,0.00000e+00
1.6000001e-01,0.00000e+00
1.6100001e-01,2.20000e+00
1.6200000e-01,0.00000e+00
1.6300000e-01,1.00000e+00
1.6400000e-01,0.00000e+00
1.6500001e-01,1.00000e+00
1.6600001e-01,8.00000e-01
1.6700001e-01,0.00000e+00
1.6800001e-01,0.00000e+00
1.6900001e-01,8.00000e-01
1.7000000e-01,-2.00000e-01
1.7100000e-01,1.40000e+00
1.7200001e-01,8.00000e-01
1.7300001e-01,0.00000e+00
1.7400001e-01,8.00000e-01
1.7500001e-01,0.00000e+00
1.7600001e-01,0.00000e+00
1.7700000e-01,8.00000e-01
1.7800000e-01,0.00000e+00
1.7900001e-01,8.00000e-01
1.8000001e-01,0.00000e+00
1.8100001e-01,2.00000e+00
1.8200001e-01,8.00000e-01
1.8300001e-01,0.00000e+00
1.8400002e-01,0.00000e+00
1.8500000e-01,8.00000e-01
1.8600000e-01,0.00000e+00
1.8700001e-01,8.00000e-01
1.8800001e-01,8.00000e-01
1.8900001e-01,-2.00000e-01
1.9000001e-01,-2.00000e-01
1.9100001e-01,1.20000e+00
1.9200002e-01,0.00000e+00
1.9300000e-01,8.00000e-01
1.9400001e-01,0.00000e+00
1.9500001e-01,8.00000e-01
1.9600001e-01,8.00000e-01
1.9700001e-01,0.00000e+00
1.9800001e-01,0.00000e+00
1.9900002e-01,8.00000e-01
2.0000000e-01,-2.00000e-01
2.0100001e-01,1.80000e+00
2.0200001e-01,8.00000e-01
2.0300001e-01,0.00000e+00
2.0400001e-01,0.00000e+00
2.0500001e-01,8.00000e-01
2.0600002e-01,0.00000e+00
2.0700002e-01,8.00000e-01
2.0800000e-01,0.00000e+00
2.0900001e-01,8.00000e-01
2.1000001e-01,0.00000e+00
2.1100001e-01,1.00000e+00
2.1200001e-01,0.00000e+00
2.1300001e-01,8.00000e-01
2.1400002e-01,0.00000e+00
2.1500000e-01,8.00000e-01
2.1600001e-01,0.00000e+00
2.1700001e-01,8.00000e-01
2.1800001e-01,0.00000e+00
2.1900001e-01,8.00000e-01
2.2000001e-01,0.00000e+00
2.2100002e-01,8.00000e-01
2.2200002e-01,0.00000e+00
2.2300000e-01,8.00000e-01
2.2400001e-01,0.00000e+00
2.2500001e-01,8.00000e-01
2.2600001e-01,8.00000e-01
2.2700001e-01,0.00000e+00
2.2800002e-01,0.00000e+00
2.2900002e-01,1.00000e+00
2.3000000e-01,0.00000e+00
2.3100001e-01,8.00000e-01
2.3200001e-01,0.00000e+00
2.3300001e-01,1.00000e+00
2.3400001e-01,0.00000e+00
2.3500001e-01,1.00000e+00
2.3600002e-01,8.00000e-01
2.3700002e-01,0.00000e+00
2.3800001e-01,0.00000e+00
2.3900001e-01,8.00000e-01
2.4000001e-01,0.00000e+00
2.4100001e-01,8.00000e-01
2.4200001e-01,8.00000e-01
2.4300002e-01,-2.00000e-01
2.4400002e-01,0.00000e+00
2.4500000e-01,1.00000e+00
2.4600001e-01,0.00000e+00
2.4700001e-01,8.00000e-01
2.4800001e-01,0.00000e+00
2.4900001e-01,8.00000e-01
2.5000000e-01,0.00000e+00
2.5100002e-01,8.00000e-01
2.5200000e-01,0.00000e+00
2.5300002e-01,8.00000e-01
2.5400001e-01,-2.00000e-01
2.5500003e-01,1.00000e+00
2.5600001e-01,8.00000e-01
2.5700000e-01,0.00000e+00
2.5800002e-01,8.00000e-01
2.5900000e-01,0.00000e+00
2.6000002e-01,8.00000e-01
2.6100001e-01,-2.00000e-01
2.6200002e-01,0.00000e+00
2.6300001e-01,8.00000e-01
2.6400000e-01,0.00000e+00
2.6500002e-01,1.00000e+00
2.6600000e-01,8.00000e-01
2.6700002e-01,-2.00000e-01
2.6800001e-01,0.00000e+00
2.6900002e-01,8.00000e-01
2.7000001e-01,0.00000e+00
2.7100003e-01,1.00000e+00
2.7200001e-01,0.00000e+00
2.7300000e-01,8.00000e-01
2.7400002e-01,0.00000e+00
2.7500001e-01,8.00000e-01
2.7600002e-01,0.00000e+00
2.7700001e-01,8.00000e-01
2.7800003e-01,0.00000e+00
2.7900001e-01,8.00000e-01
2.8000000e-01,8.00000e-01
2.8100002e-01,-2.00000e-01
2.8200001e-01,8.00000e-01
2.8300002e-01,-2.00000e-01
2.8400001e-01,0.00000e+00
2.8500003e-01,1.00000e+00
2.8600001e-01,0.00000e+00
2.8700000e-01,8.00000e-01
2.8800002e-01,8.00000e-01
2.8900000e-01,0.00000e+00
2.9000002e-01,0.00000e+00
2.9100001e-01,8.00000e-01
2.9200003e-01,0.00000e+00
2.9300001e-01,8.00000e-01
2.9400000e-01,8.00000e-01
2.9500002e-01,-2.00000e-01
2.9600000e-01,0.00000e+00
2.9700002e-01,8.00000e-01
2.9800001e-01,0.00000e+00
2.9900002e-01,8.00000e-01
